section#,section,subsection,section_short,Question_ID2,question,model,cos_similarity
8.0,8. Prediction model and toxicological application,8.6 Applicability of test method,8. Prediction & application,65,"Which compounds is the test likely to pick up correctly, where is it likely to fail? How does the test method react to mixtures and UVCBs? Are there areas (according to industry sector, compound chemistry, physical-chemical properties) that need to be excluded from testing, or that are particularly suitable? Which compound class cannot be detected (e.g. neurotransmitters for which the receptors are not expressed, endocrine disruptors in absence of respective pathway)? Are any compounds known to interfere with the test system (e.g. fluorescent or colored chemicals)?",gpt-5-mini,0.6202950068903222
8.0,8. Prediction model and toxicological application,8.6 Applicability of test method,8. Prediction & application,65,"Which compounds is the test likely to pick up correctly, where is it likely to fail? How does the test method react to mixtures and UVCBs? Are there areas (according to industry sector, compound chemistry, physical-chemical properties) that need to be excluded from testing, or that are particularly suitable? Which compound class cannot be detected (e.g. neurotransmitters for which the receptors are not expressed, endocrine disruptors in absence of respective pathway)? Are any compounds known to interfere with the test system (e.g. fluorescent or colored chemicals)?",gpt-5-nano,0.5832731626927985
8.0,8. Prediction model and toxicological application,8.6 Applicability of test method,8. Prediction & application,65,"Which compounds is the test likely to pick up correctly, where is it likely to fail? How does the test method react to mixtures and UVCBs? Are there areas (according to industry sector, compound chemistry, physical-chemical properties) that need to be excluded from testing, or that are particularly suitable? Which compound class cannot be detected (e.g. neurotransmitters for which the receptors are not expressed, endocrine disruptors in absence of respective pathway)? Are any compounds known to interfere with the test system (e.g. fluorescent or colored chemicals)?",gpt-5.4-mini,0.6175571867672216
8.0,8. Prediction model and toxicological application,8.6 Applicability of test method,8. Prediction & application,65,"Which compounds is the test likely to pick up correctly, where is it likely to fail? How does the test method react to mixtures and UVCBs? Are there areas (according to industry sector, compound chemistry, physical-chemical properties) that need to be excluded from testing, or that are particularly suitable? Which compound class cannot be detected (e.g. neurotransmitters for which the receptors are not expressed, endocrine disruptors in absence of respective pathway)? Are any compounds known to interfere with the test system (e.g. fluorescent or colored chemicals)?",gpt-5.4-nano,0.5086447020084552
8.0,8. Prediction model and toxicological application,8.6 Applicability of test method,8. Prediction & application,65,"Which compounds is the test likely to pick up correctly, where is it likely to fail? How does the test method react to mixtures and UVCBs? Are there areas (according to industry sector, compound chemistry, physical-chemical properties) that need to be excluded from testing, or that are particularly suitable? Which compound class cannot be detected (e.g. neurotransmitters for which the receptors are not expressed, endocrine disruptors in absence of respective pathway)? Are any compounds known to interfere with the test system (e.g. fluorescent or colored chemicals)?",o3-mini,0.6683990873540999
8.0,8. Prediction model and toxicological application,8.7 Incorporation in test battery,8. Prediction & application,66,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",gpt-4.1-nano,0.5845336728819039
8.0,8. Prediction model and toxicological application,8.7 Incorporation in test battery,8. Prediction & application,66,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",gpt-4o-mini,0.6930975891109621
8.0,8. Prediction model and toxicological application,8.7 Incorporation in test battery,8. Prediction & application,66,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",gpt-4o-mini_temp0,0.6739328923881195
8.0,8. Prediction model and toxicological application,8.7 Incorporation in test battery,8. Prediction & application,66,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",gpt-5-mini,0.6579805559148945
8.0,8. Prediction model and toxicological application,8.7 Incorporation in test battery,8. Prediction & application,66,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",gpt-5-nano,0.5931078278847053
8.0,8. Prediction model and toxicological application,8.7 Incorporation in test battery,8. Prediction & application,66,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",gpt-5.4-mini,0.7145938295620371
8.0,8. Prediction model and toxicological application,8.7 Incorporation in test battery,8. Prediction & application,66,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",gpt-5.4-nano,0.644479241161554
8.0,8. Prediction model and toxicological application,8.7 Incorporation in test battery,8. Prediction & application,66,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",o3-mini,0.6937725026157806
9.0,9. Publication/validation status,9.1 Availability of key publications,9. Publication/validation status,67,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",gpt-4.1-nano,0.1450510579787058
9.0,9. Publication/validation status,9.1 Availability of key publications,9. Publication/validation status,67,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",gpt-4o-mini,0.6152093593710778
9.0,9. Publication/validation status,9.1 Availability of key publications,9. Publication/validation status,67,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",gpt-4o-mini_temp0,0.2650613339901382
9.0,9. Publication/validation status,9.1 Availability of key publications,9. Publication/validation status,67,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",gpt-5-mini,0.6240245442608208
9.0,9. Publication/validation status,9.1 Availability of key publications,9. Publication/validation status,67,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",gpt-5-nano,0.6210839403953866
9.0,9. Publication/validation status,9.1 Availability of key publications,9. Publication/validation status,67,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",gpt-5.4-mini,0.5500099258042743
9.0,9. Publication/validation status,9.1 Availability of key publications,9. Publication/validation status,67,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",gpt-5.4-nano,0.22260927533152058
9.0,9. Publication/validation status,9.1 Availability of key publications,9. Publication/validation status,67,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",o3-mini,0.6616534075567169
9.0,9. Publication/validation status,9.2 (Potential) linkage to AOPs,9. Publication/validation status,68,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",gpt-4.1-nano,0.6386003468153332
9.0,9. Publication/validation status,9.2 (Potential) linkage to AOPs,9. Publication/validation status,68,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",gpt-4o-mini,0.6633577572197792
9.0,9. Publication/validation status,9.2 (Potential) linkage to AOPs,9. Publication/validation status,68,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",gpt-4o-mini_temp0,0.6674875182459921
9.0,9. Publication/validation status,9.2 (Potential) linkage to AOPs,9. Publication/validation status,68,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",gpt-5-mini,0.5956049442534261
9.0,9. Publication/validation status,9.2 (Potential) linkage to AOPs,9. Publication/validation status,68,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",gpt-5-nano,0.590275111663042
9.0,9. Publication/validation status,9.2 (Potential) linkage to AOPs,9. Publication/validation status,68,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",gpt-5.4-mini,0.6591753828574648
9.0,9. Publication/validation status,9.2 (Potential) linkage to AOPs,9. Publication/validation status,68,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",gpt-5.4-nano,0.6195266537047495
9.0,9. Publication/validation status,9.2 (Potential) linkage to AOPs,9. Publication/validation status,68,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",o3-mini,0.6878951526924868
9.0,9. Publication/validation status,9.3 Steps towards mechanistic validation,9. Publication/validation status,69,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",gpt-4.1-nano,0.13999147878934684
9.0,9. Publication/validation status,9.3 Steps towards mechanistic validation,9. Publication/validation status,69,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",gpt-4o-mini,0.6657176201853797
9.0,9. Publication/validation status,9.3 Steps towards mechanistic validation,9. Publication/validation status,69,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",gpt-4o-mini_temp0,0.6680183224927687
9.0,9. Publication/validation status,9.3 Steps towards mechanistic validation,9. Publication/validation status,69,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",gpt-5-mini,0.6279960047606736
9.0,9. Publication/validation status,9.3 Steps towards mechanistic validation,9. Publication/validation status,69,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",gpt-5-nano,0.6087923337158433
9.0,9. Publication/validation status,9.3 Steps towards mechanistic validation,9. Publication/validation status,69,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",gpt-5.4-mini,0.6716818744304526
9.0,9. Publication/validation status,9.3 Steps towards mechanistic validation,9. Publication/validation status,69,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",gpt-5.4-nano,0.614199874127332
9.0,9. Publication/validation status,9.3 Steps towards mechanistic validation,9. Publication/validation status,69,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",o3-mini,0.6510554041131271
9.0,9. Publication/validation status,9.4 Pre-validation or validation,9. Publication/validation status,70,"Indicate/summarize activities for test qualification, pre-validation or validation. Indicate e.g. ring trials, full (pre-)validations. Give an overview of compounds or libraries that have been tested.",gpt-4.1-nano,0.17013238336464856
9.0,9. Publication/validation status,9.4 Pre-validation or validation,9. Publication/validation status,70,"Indicate/summarize activities for test qualification, pre-validation or validation. Indicate e.g. ring trials, full (pre-)validations. Give an overview of compounds or libraries that have been tested.",gpt-4o-mini,0.7760072500299486
9.0,9. Publication/validation status,9.4 Pre-validation or validation,9. Publication/validation status,70,"Indicate/summarize activities for test qualification, pre-validation or validation. Indicate e.g. ring trials, full (pre-)validations. Give an overview of compounds or libraries that have been tested.",gpt-4o-mini_temp0,0.7593438349542204
9.0,9. Publication/validation status,9.4 Pre-validation or validation,9. Publication/validation status,70,"Indicate/summarize activities for test qualification, pre-validation or validation. Indicate e.g. ring trials, full (pre-)validations. Give an overview of compounds or libraries that have been tested.",gpt-5-mini,0.6937518176816279
9.0,9. Publication/validation status,9.4 Pre-validation or validation,9. Publication/validation status,70,"Indicate/summarize activities for test qualification, pre-validation or validation. Indicate e.g. ring trials, full (pre-)validations. Give an overview of compounds or libraries that have been tested.",gpt-5-nano,0.6482962945249904
9.0,9. Publication/validation status,9.4 Pre-validation or validation,9. Publication/validation status,70,"Indicate/summarize activities for test qualification, pre-validation or validation. Indicate e.g. ring trials, full (pre-)validations. Give an overview of compounds or libraries that have been tested.",gpt-5.4-mini,0.7832127757987613
9.0,9. Publication/validation status,9.4 Pre-validation or validation,9. Publication/validation status,70,"Indicate/summarize activities for test qualification, pre-validation or validation. Indicate e.g. ring trials, full (pre-)validations. Give an overview of compounds or libraries that have been tested.",gpt-5.4-nano,0.6917442317918954
9.0,9. Publication/validation status,9.4 Pre-validation or validation,9. Publication/validation status,70,"Indicate/summarize activities for test qualification, pre-validation or validation. Indicate e.g. ring trials, full (pre-)validations. Give an overview of compounds or libraries that have been tested.",o3-mini,0.7886293206233056
9.0,9. Publication/validation status,9.5 Linkage to (e.g. OECD) guidelines/regulatory use,9. Publication/validation status,71,"Indicate whether the test method is linked to an OECD Test Guideline (how, and which) or other regulatory guidance (e.g. EMA).",gpt-4.1-nano,0.24831199462306666
9.0,9. Publication/validation status,9.5 Linkage to (e.g. OECD) guidelines/regulatory use,9. Publication/validation status,71,"Indicate whether the test method is linked to an OECD Test Guideline (how, and which) or other regulatory guidance (e.g. EMA).",gpt-4o-mini,0.6704015480820495
9.0,9. Publication/validation status,9.5 Linkage to (e.g. OECD) guidelines/regulatory use,9. Publication/validation status,71,"Indicate whether the test method is linked to an OECD Test Guideline (how, and which) or other regulatory guidance (e.g. EMA).",gpt-4o-mini_temp0,0.6388207415709466
9.0,9. Publication/validation status,9.5 Linkage to (e.g. OECD) guidelines/regulatory use,9. Publication/validation status,71,"Indicate whether the test method is linked to an OECD Test Guideline (how, and which) or other regulatory guidance (e.g. EMA).",gpt-5-mini,0.5228485037303753
9.0,9. Publication/validation status,9.5 Linkage to (e.g. OECD) guidelines/regulatory use,9. Publication/validation status,71,"Indicate whether the test method is linked to an OECD Test Guideline (how, and which) or other regulatory guidance (e.g. EMA).",gpt-5-nano,0.553374757800825
9.0,9. Publication/validation status,9.5 Linkage to (e.g. OECD) guidelines/regulatory use,9. Publication/validation status,71,"Indicate whether the test method is linked to an OECD Test Guideline (how, and which) or other regulatory guidance (e.g. EMA).",gpt-5.4-mini,0.5422299739945425
9.0,9. Publication/validation status,9.5 Linkage to (e.g. OECD) guidelines/regulatory use,9. Publication/validation status,71,"Indicate whether the test method is linked to an OECD Test Guideline (how, and which) or other regulatory guidance (e.g. EMA).",gpt-5.4-nano,0.6818139693884638
9.0,9. Publication/validation status,9.5 Linkage to (e.g. OECD) guidelines/regulatory use,9. Publication/validation status,71,"Indicate whether the test method is linked to an OECD Test Guideline (how, and which) or other regulatory guidance (e.g. EMA).",o3-mini,0.6596610236880027
10.0,10. Test method transferability,10.1 Operator training,10. Transferability,72,What experience is required? How are new operators trained in your laboratory? How much training/experience is required for smooth assay performance?,gpt-4.1-nano,0.7147370006299132
10.0,10. Test method transferability,10.1 Operator training,10. Transferability,72,What experience is required? How are new operators trained in your laboratory? How much training/experience is required for smooth assay performance?,gpt-4o-mini,0.8892937712684484
10.0,10. Test method transferability,10.1 Operator training,10. Transferability,72,What experience is required? How are new operators trained in your laboratory? How much training/experience is required for smooth assay performance?,gpt-4o-mini_temp0,0.8794794597456722
10.0,10. Test method transferability,10.1 Operator training,10. Transferability,72,What experience is required? How are new operators trained in your laboratory? How much training/experience is required for smooth assay performance?,gpt-5-mini,0.8024138772170222
10.0,10. Test method transferability,10.1 Operator training,10. Transferability,72,What experience is required? How are new operators trained in your laboratory? How much training/experience is required for smooth assay performance?,gpt-5-nano,0.793941301789852
10.0,10. Test method transferability,10.1 Operator training,10. Transferability,72,What experience is required? How are new operators trained in your laboratory? How much training/experience is required for smooth assay performance?,gpt-5.4-mini,0.8687814829605192
10.0,10. Test method transferability,10.1 Operator training,10. Transferability,72,What experience is required? How are new operators trained in your laboratory? How much training/experience is required for smooth assay performance?,gpt-5.4-nano,0.825766113198645
10.0,10. Test method transferability,10.1 Operator training,10. Transferability,72,What experience is required? How are new operators trained in your laboratory? How much training/experience is required for smooth assay performance?,o3-mini,0.8964475191810805
10.0,10. Test method transferability,10.2 Transfer,10. Transferability,73,Has the test system been transferred to other labs? Has the test method been used by various operators (over a long time period)? Has the test method been transferred to other labs? Is there data on inter-laboratory variability? What are procedures and how was the performance (experience) of the transfer?,gpt-4.1-nano,0.5535649799587373
10.0,10. Test method transferability,10.2 Transfer,10. Transferability,73,Has the test system been transferred to other labs? Has the test method been used by various operators (over a long time period)? Has the test method been transferred to other labs? Is there data on inter-laboratory variability? What are procedures and how was the performance (experience) of the transfer?,gpt-4o-mini,0.7464924816593921
10.0,10. Test method transferability,10.2 Transfer,10. Transferability,73,Has the test system been transferred to other labs? Has the test method been used by various operators (over a long time period)? Has the test method been transferred to other labs? Is there data on inter-laboratory variability? What are procedures and how was the performance (experience) of the transfer?,gpt-4o-mini_temp0,0.7399089183763472
10.0,10. Test method transferability,10.2 Transfer,10. Transferability,73,Has the test system been transferred to other labs? Has the test method been used by various operators (over a long time period)? Has the test method been transferred to other labs? Is there data on inter-laboratory variability? What are procedures and how was the performance (experience) of the transfer?,gpt-5-mini,0.5993443184635151
10.0,10. Test method transferability,10.2 Transfer,10. Transferability,73,Has the test system been transferred to other labs? Has the test method been used by various operators (over a long time period)? Has the test method been transferred to other labs? Is there data on inter-laboratory variability? What are procedures and how was the performance (experience) of the transfer?,gpt-5-nano,0.540405372324213
10.0,10. Test method transferability,10.2 Transfer,10. Transferability,73,Has the test system been transferred to other labs? Has the test method been used by various operators (over a long time period)? Has the test method been transferred to other labs? Is there data on inter-laboratory variability? What are procedures and how was the performance (experience) of the transfer?,gpt-5.4-mini,0.6822884115797111
10.0,10. Test method transferability,10.2 Transfer,10. Transferability,73,Has the test system been transferred to other labs? Has the test method been used by various operators (over a long time period)? Has the test method been transferred to other labs? Is there data on inter-laboratory variability? What are procedures and how was the performance (experience) of the transfer?,gpt-5.4-nano,0.6412435634248044
10.0,10. Test method transferability,10.2 Transfer,10. Transferability,73,Has the test system been transferred to other labs? Has the test method been used by various operators (over a long time period)? Has the test method been transferred to other labs? Is there data on inter-laboratory variability? What are procedures and how was the performance (experience) of the transfer?,o3-mini,0.7264489427657073
11.0,"11. Safety, ethics and specific requirements",11.1 Specific hazards; issues of waste disposal,"11. Safety, ethics & requirements",74,"Are there special legal requirements for running the test in your lab; are there special hazards associated with the test that may affect operators, bystanders, others (e.g. through waste).",gpt-4.1-nano,0.1939801625981763
11.0,"11. Safety, ethics and specific requirements",11.1 Specific hazards; issues of waste disposal,"11. Safety, ethics & requirements",74,"Are there special legal requirements for running the test in your lab; are there special hazards associated with the test that may affect operators, bystanders, others (e.g. through waste).",gpt-4o-mini,0.1939588758863508
11.0,"11. Safety, ethics and specific requirements",11.1 Specific hazards; issues of waste disposal,"11. Safety, ethics & requirements",74,"Are there special legal requirements for running the test in your lab; are there special hazards associated with the test that may affect operators, bystanders, others (e.g. through waste).",gpt-4o-mini_temp0,0.19394370051803914
11.0,"11. Safety, ethics and specific requirements",11.1 Specific hazards; issues of waste disposal,"11. Safety, ethics & requirements",74,"Are there special legal requirements for running the test in your lab; are there special hazards associated with the test that may affect operators, bystanders, others (e.g. through waste).",gpt-5-mini,0.30786716301948847
11.0,"11. Safety, ethics and specific requirements",11.1 Specific hazards; issues of waste disposal,"11. Safety, ethics & requirements",74,"Are there special legal requirements for running the test in your lab; are there special hazards associated with the test that may affect operators, bystanders, others (e.g. through waste).",gpt-5-nano,0.27448900691300776
11.0,"11. Safety, ethics and specific requirements",11.1 Specific hazards; issues of waste disposal,"11. Safety, ethics & requirements",74,"Are there special legal requirements for running the test in your lab; are there special hazards associated with the test that may affect operators, bystanders, others (e.g. through waste).",gpt-5.4-mini,0.34753165289415155
11.0,"11. Safety, ethics and specific requirements",11.1 Specific hazards; issues of waste disposal,"11. Safety, ethics & requirements",74,"Are there special legal requirements for running the test in your lab; are there special hazards associated with the test that may affect operators, bystanders, others (e.g. through waste).",gpt-5.4-nano,0.3338034004584168
11.0,"11. Safety, ethics and specific requirements",11.1 Specific hazards; issues of waste disposal,"11. Safety, ethics & requirements",74,"Are there special legal requirements for running the test in your lab; are there special hazards associated with the test that may affect operators, bystanders, others (e.g. through waste).",o3-mini,0.3243155042832815
11.0,"11. Safety, ethics and specific requirements",11.2 Safety data sheet (SDS),"11. Safety, ethics & requirements",75,Are the SDSs for all hazardous reagents used in the test method available? Are the SDSs for all hazardous test compounds stored? Describe where and how the SDSs are stored internally. How is safe handling ensured? Is the exposure scenario for the hazardous reagents used in the test method available?,gpt-4.1-nano,0.186192193424884
11.0,"11. Safety, ethics and specific requirements",11.2 Safety data sheet (SDS),"11. Safety, ethics & requirements",75,Are the SDSs for all hazardous reagents used in the test method available? Are the SDSs for all hazardous test compounds stored? Describe where and how the SDSs are stored internally. How is safe handling ensured? Is the exposure scenario for the hazardous reagents used in the test method available?,gpt-4o-mini,0.18606150794835252
11.0,"11. Safety, ethics and specific requirements",11.2 Safety data sheet (SDS),"11. Safety, ethics & requirements",75,Are the SDSs for all hazardous reagents used in the test method available? Are the SDSs for all hazardous test compounds stored? Describe where and how the SDSs are stored internally. How is safe handling ensured? Is the exposure scenario for the hazardous reagents used in the test method available?,gpt-4o-mini_temp0,0.18613878476991627
11.0,"11. Safety, ethics and specific requirements",11.2 Safety data sheet (SDS),"11. Safety, ethics & requirements",75,Are the SDSs for all hazardous reagents used in the test method available? Are the SDSs for all hazardous test compounds stored? Describe where and how the SDSs are stored internally. How is safe handling ensured? Is the exposure scenario for the hazardous reagents used in the test method available?,gpt-5-mini,0.5540459297711968
11.0,"11. Safety, ethics and specific requirements",11.2 Safety data sheet (SDS),"11. Safety, ethics & requirements",75,Are the SDSs for all hazardous reagents used in the test method available? Are the SDSs for all hazardous test compounds stored? Describe where and how the SDSs are stored internally. How is safe handling ensured? Is the exposure scenario for the hazardous reagents used in the test method available?,gpt-5-nano,0.5395437560161845
